,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,last_flag,attack_class,protocol_type_tcp,protocol_type_udp,service_X11,service_Z39_50,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_hostnames,service_http,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_buffer_overflow,attack_ftp_write,attack_guess_passwd,attack_imap,attack_ipsweep,attack_multihop,attack_neptune,attack_nmap,attack_normal,attack_phf,attack_pod,attack_portsweep,attack_rootkit,attack_satan,attack_smurf,attack_teardrop,attack_warezclient,attack_warezmaster
service_daytime,-0.009110867753653495,-0.010546829862250449,-0.022785132968170113,,,,-0.00888758342970221,,-0.0515980402688428,-0.006658601357632443,,,,,,,,,,0.08020871117492782,-0.014954486678020932,0.07459032578779339,0.07459363774756475,0.013447927995492253,0.013408381336789468,-0.08736357247342179,0.006552743047316625,-0.02375285904862725,0.04649201370496997,-0.05976675078262473,-0.06739033740168088,-0.0039816494735015594,-0.02736607978512797,-0.02028288079448349,0.0747626728960576,0.07531637353238071,0.014002413490633196,0.013899173901998773,-0.004392345744436493,0.04333699664432701,0.030175520776832925,-0.023312850902097573,-0.001956954337743532,-0.005686396539866503,-0.005334009073730405,-0.0049573732080812356,-0.005163503648621172,-0.004175991266962941,-0.004104303338387431,1.0,-0.004140299858008907,-0.004175991266962986,-0.017502845602071486,-0.003562997426077934,-0.012162754047066356,-0.01015917023639179,-0.0036451806698968004,-0.00395709854446024,-0.0074895790797826385,-0.007747893869643101,-0.015234285443652414,-0.004451406287363461,-0.00376513636708105,-0.043513147107874295,-0.004384145314218723,-0.0005425258017161237,-0.004679357529515739,-0.0044514062873634895,-0.003957098544460215,-0.00347889797848266,-0.0036855938934884135,-0.004031362200897216,-0.003392739822134463,-0.003957098544460247,-0.0038042924657449495,-0.003843055231119451,-0.003478897978482658,-0.0033927398221344726,-0.003957098544460241,-0.00441790136090009,-0.0031201876607314595,-0.0022381870885659285,-0.011992797409953335,-0.0005425258017161245,-0.0018000058263010212,-0.0027688549931059133,-0.0013291518307618996,-0.02955288036317498,-0.0007672751048092258,-0.002102258407403795,-0.0016280486544974163,-0.0014357000194795085,-0.01579821428596157,-0.002660037023994069,-0.0029245547878771062,-0.002974658633137211,-0.004517685090860559,-0.0033927398221344426,-0.009137745461524216,-0.0005425258017161247,-0.004896925202915249,-0.0005425258017161241,-0.004484665723018524,-0.0050171102495405445,-0.004517685090860546,-0.004104303338387404,-0.004742515481185794,-0.019728775847653847,0.09819684118079026,0.038589085945018545,-0.009070428794101793,0.0741026900972105,-0.0038042924657449356,-0.0019569543377435275,-0.001628048654497414,-0.07680956001413443,-0.002660037023994068,-0.0009397502498238597,-0.0005425258017161237,-0.0012133001583157447,-0.000767275104809227,-0.010709313609795535,-0.000542525801716123,0.08787588468474211,-0.007096095278507063,-0.06793995649561299,-0.0007672751048092261,-0.002427918571975624,-0.002218134811470446,-0.0007672751048092252,-0.010533708889096815,-0.009483948806701782,-0.005526466161639323,-0.005417303864992742,-0.0012133001583157523
service_discard,-0.009273809786436167,-0.010734293763822778,-0.023190125746079905,,,,-0.009045555169745588,,-0.052515166084715265,-0.006776954209230445,,,,,,,,,,0.07161539830553304,-0.014595169614632022,0.07275155203460144,0.07311696407688204,0.018155040859892866,0.01755677528129487,-0.08766720073881763,0.0060377201533240886,-0.02417505260715715,0.04731838280307013,-0.06042098909101916,-0.06825080517508304,-0.004364671189933871,-0.029668359314012956,-0.020643397463332932,0.07314607487190071,0.07384417262830344,0.018547257963967577,0.018116331165580372,-0.004356867163745537,0.04404712918070112,0.030711873332153507,-0.023727223440872417,-0.001991738077432972,-0.005787468973289603,-0.005428818022280372,-0.0050454876703798866,-0.005255281961142354,-0.004250217113920103,-0.004177254973576602,-0.004140299858008907,1.0,-0.004250217113920102,-0.01781394863268634,-0.003626327659488343,-0.012378940016519,-0.010339743654047932,-0.0037099716632772923,-0.0040274336989608835,-0.007622702047483018,-0.007885608234411548,-0.015505066120036298,-0.00453052747816761,-0.0038320595041016338,-0.04428656831289488,-0.004462070979845816,-0.0005521688863286422,-0.0047625304227617545,-0.004530527478167588,-0.004027433698960904,-0.003540733392501188,-0.0037511032087133873,-0.004103017349249588,-0.003453043824395039,-0.004027433698960889,-0.003871911579936234,-0.003911363331208022,-0.003540733392501165,-0.003453043824395016,-0.004027433698960896,-0.004496427020874573,-0.003175647204819851,-0.0022779695789201374,-0.012205962497768804,-0.0005521688863286428,-0.001831999896317856,-0.00281806980075904,-0.0013527767413677612,-0.03007816584265689,-0.0007809129792353829,-0.0021396248434992654,-0.001656986284521564,-0.0014612187629608944,-0.016079018473715165,-0.002707317654728422,-0.0029765370699810028,-0.003027531482321454,-0.00459798434934022,-0.0034530438243950325,-0.009300163640299087,-0.000552168886328643,-0.004983965236630716,-0.0005521688863286424,-0.004564378081194175,-0.005106286503450724,-0.004597984349340231,-0.004177254973576618,-0.004826810970758086,-0.016114953777981465,0.10658705876687842,-0.0018319998963178534,-0.009231650457765932,0.07390840606949008,-0.0038719115799361868,-0.0019917380774329817,-0.0016569862845215585,-0.07817480584009083,-0.002707317654728424,-0.000956453770919101,-0.0005521688863286431,-0.0012348658719647783,-0.0007809129792353836,-0.010899665510026952,-0.0005521688863286429,0.08952265064248184,-0.007222224297574351,-0.06914755021186676,-0.0007809129792353824,-0.0024710734305054974,-0.002523765788993005,-0.0007809129792353824,-0.01072093951624833,-0.009652520551150689,-0.005624695924419857,-0.005513593330630319,-0.0012348658719647685
service_domain,-0.00935375456072823,-0.010773584038092322,-0.022660834244493104,,,,-0.009123532301731681,,-0.041619831105262954,-0.006835374885786003,,,,,,,,,,0.07170028568386808,-0.016075367739508864,0.0738898799987536,0.0742583086760513,-0.00334034541476566,-0.0036818389790554663,-0.08724569600579105,-1.4460027711193734e-05,-0.02438345344409239,0.047726290522603486,-0.06258967696636053,-0.07033340036345391,-0.006508285488810999,-0.03131507427360173,-0.02082135369691209,0.07429009761043358,0.0749933130169576,-0.0033008481669240734,-0.0034459059979543554,-0.031398654216621,0.032707013175702605,0.030976624695203646,-0.023931763707088754,-0.002008907833414185,-0.005837359785312609,-0.005475617087762493,-0.005088982240819742,-0.0053005850609363055,-0.004286856063358254,-0.004213264953694103,-0.004175991266962986,-0.004250217113920102,1.0,-0.01796751357907704,-0.0036575883768119933,-0.012485652531481688,-0.010428877299410166,-0.0037419534328068348,-0.0040621521464440985,-0.00768841346584455,-0.007953586032638254,-0.015638727370363422,-0.004569582839988377,-0.0038650937305074115,-0.04466834018329947,-0.00450053621318291,-0.0005569288520822213,-0.004803585763390335,-0.004569582839988357,-0.0040621521464440985,-0.0035712562453966384,-0.0037834395522736417,-0.0041383873647508765,-0.003482810750342321,-0.004062152146444125,-0.003905289350719196,-0.003945081195374817,-0.0035712562453966254,-0.0034828107503422946,-0.00406215214644412,-0.0045351884200818485,-0.003203022836288163,-0.002297606790381761,-0.01231118386195173,-0.000556928852082221,-0.0018477926310824233,-0.0028423629401860004,-0.0013644383382461476,-0.030337454337330223,-0.0007876448309020003,-0.0021580694557053067,-0.0016712703163889089,-0.001473815183082341,-0.016217627473934123,-0.002730656056510278,-0.003002196274742743,-0.0030536302838485747,-0.004637621222369881,-0.0034828107503423124,-0.00938033559769581,-0.0005569288520822211,-0.0050269294536135775,-0.0005569288520822217,-0.004603725251762483,-0.005150305189555967,-0.004637621222369896,-0.004213264953694121,-0.004868420441136919,0.003332811345494365,-0.0071746021067074705,-0.001847792631082427,-0.009311231798033254,0.0750562144561363,-0.0039052893507191817,-0.00200890783341418,-0.0016712703163889134,-0.06530123670280649,-0.0027306560565102775,-0.0009646988700313146,-0.0005569288520822218,-0.0012455110195026956,-0.0007876448309020007,-0.010993625955531572,-0.0005569288520822218,0.07856046164460513,-0.0072844834019394865,-0.05640029222641969,-0.0007876448309020002,-0.002492375291575567,-0.010063514080539196,-0.0007876448309020002,-0.010813359256307959,-0.009735729997384982,-0.005673183553182442,-0.005561123200716766,-0.0012455110195026926
service_domain_u,-0.03654253761319219,-0.04331146599121355,-0.09212960960839586,,,,-0.03823958847153148,,-0.22200498497983565,-0.028649202308571504,,,,,,,,,,0.06642549884032267,0.4298217667507974,-0.1770066233446114,-0.17533541277995066,-0.1017253167023311,-0.10209538954631678,0.20634459656604484,-0.07281086419189649,0.00191805762711895,0.13049869197990277,0.2497439912999315,0.23336321893573472,-0.09844249506944681,-0.07821978058773506,-0.08063107647165088,-0.1774497684643922,-0.1737085758392823,-0.10377331394744647,-0.10243725554016579,-0.045647028553028296,-0.2339204702237957,-0.5800345827174327,0.7507810038152274,-0.008419941850743386,-0.024466144805990523,-0.02294997147656163,-0.021329467601480277,-0.022216359180675667,-0.01796751357907697,-0.017659070924915497,-0.017502845602071486,-0.01781394863268634,-0.01796751357907704,1.0,-0.015330061904518629,-0.05233115553389753,-0.043710586901508246,-0.01568366143451997,-0.01702571133081941,-0.03222447203905006,-0.033335890669451,-0.06554664822741041,-0.01915250722551406,-0.01619977975955025,-0.18721855759475428,-0.01886311187694586,-0.002334257685462846,-0.020133284429513516,-0.019152507225514072,-0.01702571133081947,-0.014968217764993099,-0.015857542340210876,-0.017345236246022282,-0.014597515877663532,-0.017025711330819437,-0.016368251791571253,-0.016535031477807324,-0.014968217764993002,-0.014597515877663572,-0.017025711330819617,-0.01900834978295442,-0.013424839895374619,-0.009629966715799508,-0.05159990443925547,-0.002334257685462846,-0.007744659186033692,-0.011913204915130574,-0.005718774786911238,-0.127153469746681,-0.003301258308083929,-0.009045123437058012,-0.007004800641825558,-0.006177206307770662,-0.06797299408976472,-0.011445007495003597,-0.012583114883320073,-0.012798690410787485,-0.01943767671599164,-0.014597515877663485,-0.0393158307013147,-0.0023342576854628464,-0.021069385555274822,-0.0023342576854628477,-0.019295608425579192,-0.021586490673363903,-0.01943767671599164,-0.01765907092491551,-0.0204050262224708,-0.08488452807495434,-0.03007093284017402,-0.0077446591860336955,-0.03902619572396717,-0.17164923232871962,-0.01636825179157107,-0.008419941850743356,-0.0070048006418255765,0.22787326992695645,-0.011445007495003635,-0.004043345470626586,-0.002334257685462851,-0.0052203143341074355,-0.003301258308083931,-0.04607761975674205,-0.0023342576854628524,-0.19384546112246515,-0.030531478665596894,0.2576222668497253,-0.0033012583080839265,-0.010446300560056172,-0.04217923886944524,-0.003301258308083932,-0.04532206736163369,-0.04080539638954081,-0.02377803243726093,-0.023308353522259885,-0.0052203143341074286
service_echo,-0.007979594225595618,-0.009237557870282919,-0.019956611334834735,,,,-0.007784288485841051,,-0.04519271565028539,-0.005832009824717981,,,,,,,,,,0.06063557954519844,-0.014539925693790843,0.04570598955050107,0.046718850195403554,0.039486866178837614,0.03771509151987666,-0.0705228742286169,0.006664789409994853,-0.0208042049518325,0.0391220624925033,-0.053456198104188335,-0.060152336744266864,0.007078998986949552,-0.014501905505471351,-0.017764986025394176,0.04562101746067149,0.04729624872198005,0.037088436606667205,0.038543750057792606,-0.021618734657936886,0.04427671759369302,0.026429565341945634,-0.020418819637971895,-0.0017140202127118084,-0.004980493626675015,-0.0046718511468714,-0.004341970436778164,-0.004522512074733799,-0.0036575883768119703,-0.003594799707594669,-0.003562997426077934,-0.003626327659488343,-0.0036575883768119933,-0.015330061904518629,1.0,-0.01065288334880201,-0.008898022193830998,-0.0031926720142042902,-0.0034658687523174006,-0.006559831100736288,-0.006786078981192153,-0.01334311826956055,-0.0038988136842942173,-0.003297736545163587,-0.03811147364204531,-0.003839902413206662,-0.0004751772548414869,-0.004098467313929866,-0.0038988136842941948,-0.00346586875231738,-0.003047031470318865,-0.0032280683853719103,-0.0035309134014172155,-0.0029715688912373838,-0.0034658687523174032,-0.003332031849487446,-0.003365982648477019,-0.0030470314703188485,-0.0029715688912373655,-0.003465868752317398,-0.0038694680219677783,-0.002732851050635263,-0.0019603410440613687,-0.010504024938731971,-0.00047517725484148675,-0.0015765551141251476,-0.0024251324278336327,-0.001164152407518949,-0.025884218813578854,-0.0006720264305553426,-0.0018412863975090187,-0.0014259445135058253,-0.001257473823132749,-0.013837041615448815,-0.002329822999827743,-0.0025615038240413873,-0.0026053878339306583,-0.003956864711176788,-0.002971568891237377,-0.008003395949303273,-0.00047517725484148675,-0.004289026379436465,-0.000475177254841487,-0.003927944330766997,-0.004394291788653372,-0.003956864711176784,-0.0035947997075946756,-0.0041537849080443895,-0.01727966765638995,0.13785570989099719,0.044493518432255255,0.010695522170287236,0.04596651394855606,-0.0033320318494874405,-0.0017140202127118053,-0.0014259445135058342,-0.06727450705136513,-0.0023298229998277597,-0.000823090703769981,-0.0004751772548414876,-0.0010626824322521112,-0.0006720264305553434,-0.009379871383521615,-0.00047517725484148756,0.06805654681420308,-0.006215193938921603,-0.059505966203848334,-0.0006720264305553426,-0.002126519473102794,0.02602177506552905,-0.0006720264305553432,-0.009226066036651763,-0.008306621998014775,-0.004840416826914744,-0.004744805815809586,-0.0010626824322521084
service_eco_i,-0.027243212177859945,-0.03116354405658358,-0.06812456428521728,,,,-0.02657271079097011,,-0.15427138459961873,-0.019908346239249378,,,,,,,,,,-0.14015399545208904,-0.020657743604953295,-0.12300199866753823,-0.12184067353877481,-0.07007099774804176,-0.07094614162820882,0.13480083453597194,-0.032217730242053454,0.5028624734646508,-0.31549044259001585,-0.021294267029866778,0.18098597716656994,-0.07814709493530916,0.49669389531767316,0.7727335633842886,-0.12331882440839904,-0.12071018366541773,-0.0720305310179342,-0.0711837044929499,-0.3001012225771967,0.35818796758686466,-0.4030669143050601,-0.06970229037224872,-0.005851030406682642,-0.017001561261555716,-0.015947970107419013,-0.014821879498324027,-0.015438181806497791,-0.012485652531481727,-0.012271315261675266,-0.012162754047066356,-0.012378940016519,-0.012485652531481688,-0.05233115553389753,-0.01065288334880201,1.0,-0.030374553362513768,-0.010898600200355362,-0.011831192715806066,-0.02239283466347564,-0.023165161161247862,-0.04554846561094111,-0.013309106419873649,-0.011257251609917227,-0.13009846060700136,-0.013108005151712853,-0.0016220792182157224,-0.013990649991611613,-0.01330910641987361,-0.011831192715806096,-0.01040143730554265,-0.011019430306355332,-0.012053231065676392,-0.010143835999853263,-0.011831192715806087,-0.011374323081372073,-0.011490218539165315,-0.010401437305542596,-0.010143835999853234,-0.011831192715806139,-0.013208931193640737,-0.009328941675024512,-0.006691878526988896,-0.03585685212652006,-0.0016220792182157233,-0.0053817754552397635,-0.008278504226643266,-0.00397398530302598,-0.08835913964623769,-0.0022940494225868408,-0.00628547004249817,-0.004867646626853235,-0.004292550064574032,-0.04723453704343111,-0.007953153126831189,-0.008744025683097375,-0.008893829445226346,-0.013507271132815798,-0.010143835999853279,-0.02732063059046771,-0.0016220792182157257,-0.014641148088588017,-0.0016220792182157233,-0.013408547661589679,-0.015000485222148294,-0.013507271132815758,-0.012271315261675316,-0.014179483777110887,-0.05898638774798839,-0.020896336996630915,-0.00538177545523978,-0.027119362803903535,-0.11927931278413857,-0.011374323081372019,-0.005851030406682614,-0.004867646626853214,0.15834948208046234,-0.00795315312683119,-0.002809726921245916,-0.0016220792182157241,-0.0036276043757484276,-0.002294049422586843,0.7480769486763452,-0.0016220792182157244,-0.13470350595412192,0.3759171306609269,-0.16767380121250686,-0.0022940494225868395,-0.007259150157769583,-0.02669186971175428,-0.0022940494225868408,-0.021711734035890468,-0.0283557320542377,-0.01652339092926355,-0.016197010336408756,-0.003627604375748412
service_ecr_i,-0.02275540796352605,-0.0034157456132822084,-0.05690230747983097,,,,-0.02219535017750576,,-0.12885803900446643,-0.016628815919876968,,,,,,,,,,0.341318556280139,0.6523519001408752,-0.10273970369206169,-0.10176968531096361,-0.05904428149918077,-0.05925908235587778,0.12376800974112499,-0.05572706886946594,-0.05224500358233105,0.049853351233510576,0.043504006758664365,0.058905356624513856,-0.038125341225814666,0.2776404479001694,-0.03702227638000619,-0.0987320699072324,-0.1008254226495932,-0.04173015037637653,-0.05945751115050032,-0.1124812411636516,0.09693726661537515,-0.33666925954734306,-0.058220155650429053,-0.0048871837521150254,-0.014200875432669728,-0.01332084350462028,-0.012380255036323742,-0.012895033189494408,-0.010428877299410175,-0.010249848043080552,-0.01015917023639179,-0.010339743654047932,-0.010428877299410166,-0.043710586901508246,-0.008898022193830998,-0.030374553362513768,1.0,-0.009103261838998577,-0.009882227366788243,-0.01870403845554177,-0.019349138762477253,-0.03804521692680274,-0.011116682725847322,-0.009402832208600838,-0.10866719853780482,-0.010948709090098813,-0.0013548723299836604,-0.011685954877698019,-0.011116682725847364,-0.009882227366788196,-0.008687997132989145,-0.009204187469146538,-0.01006768909581865,-0.008472830772846723,-0.009882227366788206,-0.009500618368193547,-0.009597422240144805,-0.008687997132989093,-0.008472830772846652,-0.009882227366788229,-0.011033009474474302,-0.0077921748836813935,-0.005589518039570384,-0.02995011355855768,-0.0013548723299836602,-0.004495229683363022,-0.0069147771479802595,-0.003319346346570102,-0.07380364168621532,-0.0019161481457711067,-0.005250057670358164,-0.004065793860620597,-0.0035854335856410242,-0.03945353996343565,-0.006643021491588802,-0.007303612744466851,-0.007428739168599943,-0.011282203548338206,-0.008472830772846744,-0.02282007315613532,-0.001354872329983661,-0.012229295709886135,-0.0013548723299836604,-0.011199742902777822,-0.012529438843420554,-0.011282203548338194,-0.010249848043080562,-0.011843681866655085,-0.04926949541548703,-0.017454060490271227,-0.00449522968336303,-0.022651960432742615,-0.09963030079903434,-0.009500618368193523,-0.004887183752115014,-0.004065793860620602,0.13226439826660008,-0.006643021491588849,-0.0023468775246339416,-0.001354872329983661,-0.0030300251292508214,-0.001916148145771108,-0.02104087283920104,-0.001354872329983663,-0.1125136497154459,-0.005007534783695081,-0.15380257846324755,-0.0019161481457711052,0.22673532024762316,-0.024482080106186674,-0.0019161481457711069,-0.0205124108244294,0.9335357697549681,-0.01380147462353147,-0.013528859063615143,-0.0030300251292508244
service_efs,-0.008164798040998367,-0.009450629213691757,-0.02041692585158379,,,,-0.00796383905845469,,-0.04623512023070824,-0.005966529595589909,,,,,,,,,,0.019423912848831743,-0.012260954621551063,0.0677566301753575,0.0680773773949796,0.010752708423330582,0.010289270703199642,-0.07068753174551963,0.006276367983962237,-0.021284069864170557,0.04165979622902441,-0.053121004865387886,-0.05997441579690542,-0.0002755136238212853,-0.023216427922297226,-0.018174749026744215,0.0681205997692458,0.06872868970300278,0.011362136077430975,0.010702556803186358,-0.0037425432033100356,0.039208155960788624,0.027039183355314522,-0.020889795232991573,-0.0017535553917216956,-0.005095372497780452,-0.004779610944585164,-0.004442121285175711,-0.004626827253238108,-0.0037419534328068348,-0.0036777164952091967,-0.0036451806698968004,-0.0037099716632772923,-0.0037419534328068348,-0.01568366143451997,-0.0031926720142042902,-0.010898600200355362,-0.009103261838998577,1.0,-0.0035458116494497724,-0.006711138591114121,-0.0069426050509006285,-0.013650887434372557,-0.003988742785358268,-0.003373801345142937,-0.03899054374961713,-0.003928472681025412,-0.00048613757940023887,-0.004193001577715476,-0.003988742785358261,-0.003545811649449777,-0.0031173135671893884,-0.003302526236291838,-0.0036123566028206577,-0.003040110386363308,-0.0035458116494497794,-0.003408887696728442,-0.0034436215967022297,-0.003117313567189374,-0.003040110386363284,-0.0035458116494498015,-0.003958720243025012,-0.002795886337321451,-0.0020055578002714765,-0.010746308257911775,-0.00048613757940023855,-0.0016129195561507606,-0.002481069950592126,-0.0011910044676549467,-0.026481257994760272,-0.0006875272309743423,-0.0018837570678045576,-0.001458835007551065,-0.0012864784126522413,-0.014156203497658287,-0.0023835621381858747,-0.002620586856707495,-0.0026654830846404762,-0.004048132803299695,-0.0030401103863632933,-0.00818800036014747,-0.00048613757940023914,-0.004387956032909359,-0.00048613757940023903,-0.004018545352333734,-0.004495649468800699,-0.004048132803299686,-0.0036777164952091976,-0.00424959511418441,0.018311612885514746,-0.006262637836546676,-0.001612919556150765,-0.008127680350204189,0.06877157740370654,-0.0034088876967284143,-0.001753555391721688,-0.0014588350075510697,-0.06882624469095185,-0.0023835621381858934,-0.0008420759164726017,-0.00048613757940023887,-0.001087194010282616,-0.0006875272309743431,-0.009596225246496578,-0.00048613757940023876,0.07821298318468338,-0.0063585521112080705,-0.060878516544023716,-0.0006875272309743427,-0.0021755692610887266,-0.00032616183933188134,-0.0006875272309743423,-0.00943887226239567,-0.008498220548150569,-0.004952064720163221,-0.004854248368414236,-0.0010871940102826136
service_exec,-0.008863459282187234,-0.010259319161653378,-0.022164001345830728,,,,-0.008645304434794485,,-0.050191457542006296,-0.006477085284430011,,,,,,,,,,0.02010684025910018,-0.013391996478143623,0.05398774522547314,0.05415865812101415,0.039299336248898385,0.03871650034872241,-0.07517229953984728,0.00696570307212545,-0.023105346835436247,0.04522462325617434,-0.05786897820834389,-0.06530048503286681,0.0020462944020662238,-0.02587786068471907,-0.01972996154353202,0.05419034133685728,0.0548067114831146,0.03905236389404494,0.039588136824545095,-0.009715953884145737,0.04401175893954012,0.029352924529180136,-0.02267733366227991,-0.0019036070133688935,-0.0055313831934208114,-0.0051886019445065565,-0.004822233316732189,-0.00502274456255572,-0.004062152146444125,-0.003992418458243836,-0.00395709854446024,-0.0040274336989608835,-0.0040621521464440985,-0.01702571133081941,-0.0034658687523174006,-0.011831192715806066,-0.009882227366788243,-0.0035458116494497724,1.0,-0.00728541028703535,-0.007536683316840644,-0.014818992990730155,-0.004330059247958816,-0.0036624973084094094,-0.04232696206075593,-0.004264631834689705,-0.0005277363406809049,-0.004551796451989617,-0.004330059247958822,-0.0038492265233495077,-0.003384061887857104,-0.0035851231930960014,-0.003921465724083697,-0.003300252435832542,-0.0038492265233495367,-0.003700585996834632,-0.0037382920743865462,-0.003384061887857089,-0.003300252435832512,-0.003849226523349541,-0.004297467678616638,-0.003035130150683101,-0.002177173251747166,-0.011665869161680695,-0.0005277363406809053,-0.0017509369784286378,-0.0026933749460681896,-0.0012929186430521882,-0.028747257531547263,-0.0007463588917370099,-0.0020449500384674005,-0.0015836674249541107,-0.001396562287358402,-0.015367548916924446,-0.0025875233964501787,-0.0028448303048316022,-0.002893568300090005,-0.004394531265900837,-0.003300252435832516,-0.008888647022287845,-0.0005277363406809051,-0.004763433147326753,-0.0005277363406809051,-0.004362412018666125,-0.004880341903573852,-0.004394531265900843,-0.003992418458243899,-0.00461323269372009,-0.01504443492533695,0.15536662110795904,-0.001750936978428648,-0.0004253006337344507,0.05492611479863988,-0.0037005859968346133,-0.0019036070133688907,-0.0015836674249541148,-0.07471570200522848,-0.002587523396450181,-0.0009141322982745604,-0.0005277363406809057,-0.001180225131545273,-0.0007463588917370106,-0.010417373621236379,-0.0005277363406809059,0.08286319239930162,-0.006902653004809289,-0.06608788727393147,-0.0007463588917370097,-0.0023617325822893596,-0.0017400252810333946,-0.0007463588917370104,-0.0029652903941349324,-0.009225412731748251,-0.005375812578525918,-0.0052696260878735595,-0.0011802251315452725
service_finger,-0.016745598862194754,-0.019370522727636088,-0.040207541295842926,,,,-0.016362926975194536,,-0.0949971352348265,-0.012259148803908541,,,,,,,,,,-0.0024437733538887362,-0.03278592943964807,0.087099143206808,0.08902299663145229,-0.0207531278068087,-0.022350809686328903,-0.05427252479982823,0.036901258654639765,-0.03879016268538845,0.02830945958001944,-0.09836029066764237,-0.10629130138648873,-0.00029727220887183276,-0.04674529401638049,0.03282754941859299,0.08998776539056746,0.08629099402985507,-0.013323809154600985,-0.024769150573287872,-0.03702567619184864,0.026809703661917726,0.05555612199548506,-0.04292126715419738,-0.0036029467306076487,-0.010469219146867883,-0.009820438925206603,-0.009127014998752101,-0.009506521552634447,-0.007688413465844555,-0.0075564288901681055,-0.0074895790797826385,-0.007622702047483018,-0.00768841346584455,-0.03222447203905006,-0.006559831100736288,-0.02239283466347564,-0.01870403845554177,-0.006711138591114121,-0.00728541028703535,1.0,-0.014264639878574459,-0.028047828134631005,-0.008195479792418331,-0.006931988908698038,-0.08011201287993963,-0.008071645680086012,-0.0009988437266335239,-0.008615160602956536,-0.00819547979241835,-0.007285410287035409,-0.006404995689446912,-0.006785543337819012,-0.007422137032775958,-0.006246369991471825,-0.007285410287035348,-0.007004079163919297,-0.007075445253603602,-0.006404995689446878,-0.00624636999147176,-0.007285410287035408,-0.00813379390484689,-0.005744574471817819,-0.004120724075010926,-0.02207992766395027,-0.0009988437266335224,-0.003313988978620661,-0.005097736238669985,-0.0024471001447313057,-0.05440977933461344,-0.001412629450279652,-0.003870465912138486,-0.002997398796619424,-0.0026432659114987178,-0.029086076978513595,-0.0048973915814231345,-0.005384394979606138,-0.00547664112045318,-0.008317505633166274,-0.006246369991471788,-0.01682349429455013,-0.0009988437266335247,-0.00901572423514863,-0.0009988437266335245,-0.008256713707101015,-0.009236996807765643,-0.008317505633166172,-0.0075564288901680855,-0.008731440646436692,-0.0363226300523473,0.050586240396834514,-0.0033139889786206514,-0.016699557643537453,0.09187426527740863,-0.00700407916391925,-0.0036029467306076513,-0.002997398796619434,-0.06770389511720497,-0.004897391581423141,-0.001730173272256654,-0.0009988437266335245,-0.0022338057431068917,-0.001412629450279653,-0.004417570054570807,-0.0009988437266335254,0.08273424564143522,-0.013064614125466613,-0.052484725239575654,-0.0014126294502796513,-0.004470038524847545,-0.013888989850335957,-0.0014126294502796529,-0.019393601205281514,-0.017460888937120722,-0.010174771482839606,-0.009973792884502999,-0.002233805743106893
